date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:36	14272/14272	---MCZ	200	added ('OK')	text/css	etag:%2237c0-cW5oWHzFcgrzuKuBtMixbfPjmt4%22	https://unpkg.com/leaflet@1.7.1/dist/leaflet.css	C:/My%20Web%20Sites/tplSuceava/unpkg.com/leaflet@1.7.1/dist/leaflet.css	(from http://localhost/wordpress/)
20:54:36	36751/36751	---M-Z	200	added ('OK')	text/css	etag:%228f8f-5def8460bfe00-gzip%22	http://localhost/wordpress/wp-content/plugins/mappress-google-maps-for-wordpress/css/mappress.css?ver=2.77	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/mappress-google-maps-for-wordpress/css/mappress3e86.css	(from http://localhost/wordpress/)
20:54:37	3106/3106	---M-Z	200	added ('OK')	text/css	etag:%22c22-5dc8945e7c240-gzip%22	http://localhost/wordpress/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-public.css?ver=2.1.1	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-publice1fc.css	(from http://localhost/wordpress/)
20:54:37	27249/27249	---M-Z	200	added ('OK')	text/css	etag:%226a71-5dc8945e7c240-gzip%22	http://localhost/wordpress/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-gdpr.css?ver=2.1.1	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-gdpre1fc.css	(from http://localhost/wordpress/)
20:54:37	2047/2047	---M-Z	200	added ('OK')	text/css	etag:%227ff-5db6fe60cbac0-gzip%22	http://localhost/wordpress/wp-content/plugins/templately/assets/css/editor.css?ver=1.3.3	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/templately/assets/css/editor3ba1.css	(from http://localhost/wordpress/)
20:54:37	14979/14979	---M-Z	200	added ('OK')	text/css	etag:%223a83-5def84676cdc0-gzip%22	http://localhost/wordpress/wp-content/plugins/wp-store-locator/css/styles.min.css?ver=2.2.235	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/wp-store-locator/css/styles.minef3a.css	(from http://localhost/wordpress/)
20:54:38	4181/4181	---M-Z	200	added ('OK')	text/css	etag:%221055-5def8476af1c0-gzip%22	http://localhost/wordpress/wp-content/plugins/wp-google-map-plugin/assets/css/frontend.css?ver=5.9.3	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/wp-google-map-plugin/assets/css/frontend7404.css	(from http://localhost/wordpress/)
20:54:38	19050/19050	---M-Z	200	added ('OK')	text/css	etag:%224a6a-5dae44a63b3c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine900.css	(from http://localhost/wordpress/)
20:54:38	98820/98820	---M-Z	200	added ('OK')	text/css	etag:%2218204-5dae44a547180-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.5.6	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend-lite.min10cb.css	(from http://localhost/wordpress/)
20:54:39	1009/1009	---M-Z	200	added ('OK')	text/css	etag:%223f1-5dae466398e80-gzip%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-88.css?ver=1648049386	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/elementor/css/post-885426.css	(from http://localhost/wordpress/)
20:54:39	11405/11405	---M-Z	200	added ('OK')	text/css	etag:%222c8d-5dae44cb6cb80-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.6.4	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min5aed.css	(from http://localhost/wordpress/)
20:54:39	39192/39192	---M-Z	200	added ('OK')	text/css	etag:%229918-5dae4674c3700-gzip%22	http://localhost/wordpress/wp-content/uploads/elementor/css/global.css?ver=1648049404	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/elementor/css/global3096.css	(from http://localhost/wordpress/)
20:54:39	2403/2403	---M-Z	200	added ('OK')	text/css	etag:%22963-5dae4f6594f00-gzip%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-6.css?ver=1648051804	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/elementor/css/post-67f0f.css	(from http://localhost/wordpress/)
20:54:45	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wordpress/)
20:54:45	396896/396896	---M--	200	added ('OK')	image/png	etag:%2260e60-5dae4045aa000%22	http://localhost/wordpress/wp-content/themes/teluro/resources/images/header-shapes/10degree-stripes.png	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/themes/teluro/resources/images/header-shapes/10degree-stripes.png	(from http://localhost/wordpress/)
20:54:45	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wordpress/)
20:54:46	5629/5629	---M-Z	200	added ('OK')	application/javascript	etag:%2215fd-5a7fbb57c37c0-gzip%22	http://localhost/wordpress/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/imagesloaded.mineda1.js	(from http://localhost/wordpress/)
20:54:46	14441/14441	---M-Z	200	added ('OK')	application/javascript	etag:%223869-5dae4160e7c40-gzip%22	http://localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/colibri.js?ver=1.0.210	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/colibri1a1f.js	(from http://localhost/wordpress/)
20:54:47	24138/24138	---M-Z	200	added ('OK')	application/javascript	etag:%225e4a-5a7fbb57c37c0-gzip%22	http://localhost/wordpress/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/masonry.min3a05.js	(from http://localhost/wordpress/)
20:54:48	37015/37015	---M-Z	200	added ('OK')	application/javascript	etag:%229097-5dae4160e7c40-gzip%22	http://localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/typed.js?ver=1.0.210	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/typed1a1f.js	(from http://localhost/wordpress/)
20:54:50	68213/68213	---M-Z	200	added ('OK')	application/javascript	etag:%2210a75-5dae4160e7c40-gzip%22	http://localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/fancybox/jquery.fancybox.min.js?ver=1.0.210	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/fancybox/jquery.fancybox.min1a1f.js	(from http://localhost/wordpress/)
20:54:52	35069/35069	---M-Z	200	added ('OK')	application/javascript	etag:%2288fd-5dc8945e7c240-gzip%22	http://localhost/wordpress/wp-content/plugins/cookie-law-info/public/js/cookie-law-info-public.js?ver=2.1.1	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/cookie-law-info/public/js/cookie-law-info-publice1fc.js	(from http://localhost/wordpress/)
20:54:53	226532/226532	---M--	200	added ('OK')	image/png	etag:%22374e4-5dae4045aa000%22	http://localhost/wordpress/wp-content/themes/teluro/resources/images/header-shapes/right-tilted-strips.png	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/themes/teluro/resources/images/header-shapes/right-tilted-strips.png	(from http://localhost/wordpress/)
20:54:55	10453/10453	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20May%202022%2017:54:52%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-json/wp/v2/pages/6.json	(from http://localhost/wordpress/)
20:54:56	822/822	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20May%202022%2017:54:56%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
20:54:56	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
20:54:57	354573/354573	---M--	200	added ('OK')	image/png	etag:%225690d-5dae4045aa000%22	http://localhost/wordpress/wp-content/themes/teluro/resources/images/header-shapes/waves-inverted.png	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/themes/teluro/resources/images/header-shapes/waves-inverted.png	(from http://localhost/wordpress/)
20:54:57	2329/2329	---M--	200	added ('OK')	application/json	date:Sat,%2014%20May%202022%2017:54:56%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
20:54:58	2397/2397	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20May%202022%2017:54:57%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
20:54:58	11999/11999	---M-Z	200	added ('OK')	text/css	etag:%222edf-5dae44cb6cb80-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor-pro/assets/css/widget-theme-elements.min.css	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor-pro/assets/css/widget-theme-elements.min.css	(from http://localhost/wordpress/)
20:54:58	16073/16073	---M-Z	200	added ('OK')	text/css	etag:%223ec9-5dae44cb6cb80-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	(from http://localhost/wordpress/)
20:55:00	8233/8233	---M--	200	added ('OK')	image/jpeg	etag:%222029-5defba838b700%22	http://localhost/wordpress/wp-content/uploads/2022/05/happy-easter-bunny-pictures-300x169.jpg	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/2022/05/happy-easter-bunny-pictures-300x169.jpg	(from http://localhost/wordpress/)
20:55:00	14423/14423	---M--	200	added ('OK')	image/png	etag:%223857-5dae421249ec0%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo.png	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/2022/03/logo.png	(from http://localhost/wordpress/)
20:55:00	261223/261223	---MCZ	200	added ('OK')	application/javascript	etag:%223fc67-5dae4160e7c40-gzip%22	http://localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/js/theme.js?ver=1.0.210	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/js/theme1a1f.js	(from http://localhost/wordpress/)
20:55:02	210244/210244	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:00%20GMT	http://localhost/wordpress/galerie-foto/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/galerie-foto/index.html	(from http://localhost/wordpress/)
20:55:02	15701/15701	---M--	200	added ('OK')	image/jpeg	etag:%223d55-5dae488ad2300%22	http://localhost/wordpress/wp-content/uploads/2022/03/280693mare.jpg	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/2022/03/280693mare.jpg	(from http://localhost/wordpress/)
20:55:03	675/675	---M--	200	added ('OK')	image/png	etag:%222a3-5dae5ba172c00%22	http://localhost/wordpress/wp-content/plugins/gtranslate/flags/24/ro.png	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/gtranslate/flags/24/ro.png	(from http://localhost/wordpress/)
20:55:03	10982/10982	---M--	200	added ('OK')	image/jpeg	etag:%222ae6-5dae47a6e4940%22	http://localhost/wordpress/wp-content/uploads/2022/03/IMG_20220223_125507_resized_20220223_024933742-225x300.jpg	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/uploads/2022/03/IMG_20220223_125507_resized_20220223_024933742-225x300.jpg	(from http://localhost/wordpress/)
20:55:03	237241/237241	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:02%20GMT	http://localhost/wordpress/bilete-abonamente/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/bilete-abonamente/index.html	(from http://localhost/wordpress/)
20:55:04	227464/227464	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:03%20GMT	http://localhost/wordpress/conducere/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/conducere/index.html	(from http://localhost/wordpress/)
20:55:04	264244/264244	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:03%20GMT	http://localhost/wordpress/norme-si-sanctiuni/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/norme-si-sanctiuni/index.html	(from http://localhost/wordpress/)
20:55:06	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5dae44a63b3c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/wordpress/)
20:55:06	223235/223235	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:04%20GMT	http://localhost/wordpress/recomandari-pentru-calatori/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/recomandari-pentru-calatori/index.html	(from http://localhost/wordpress/)
20:55:07	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-5dae44a63b3c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/wordpress/)
20:55:08	213630/213630	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:06%20GMT	http://localhost/wordpress/opinii/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/opinii/index.html	(from http://localhost/wordpress/)
20:55:09	220643/220643	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:08%20GMT	http://localhost/wordpress/despre-noi/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/despre-noi/index.html	(from http://localhost/wordpress/)
20:55:10	265826/265826	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:08%20GMT	http://localhost/wordpress/trasee/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/trasee/index.html	(from http://localhost/wordpress/)
20:55:11	6113/6113	---M-Z	200	added ('OK')	text/css	etag:%2217e1-5dc8945e7c240-gzip%22	http://localhost/wordpress/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-table.css?ver=2.1.1	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-tablee1fc.css	(from http://localhost/wordpress/)
20:55:11	222878/222878	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:10%20GMT	http://localhost/wordpress/contact/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/contact/index.html	(from http://localhost/wordpress/)
20:55:12	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2014%20May%202022%2017:55:11%20GMT	http://localhost/wordpress/login/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/login/index.html	(from http://localhost/wordpress/)
20:55:12	56069/56069	---M-Z	200	added ('OK')	application/javascript	etag:%22db05-5def8477a3400-gzip%22	http://localhost/wordpress/wp-content/plugins/wp-google-map-plugin/assets/js/maps.js?ver=2.3.4	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/wp-google-map-plugin/assets/js/maps531b.js	(from http://localhost/wordpress/)
20:55:13	215381/215381	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:11%20GMT	http://localhost/wordpress/noutati/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/noutati/index.html	(from http://localhost/wordpress/)
20:55:14	179541/179541	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:13%20GMT	http://localhost/wordpress/2022/03/23/informare-eliberare-abonamente-elevi/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/2022/03/23/informare-eliberare-abonamente-elevi/index.html	(from http://localhost/wordpress/)
20:55:14	201604/201604	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:13%20GMT	http://localhost/wordpress/2022/05/14/program-de-circulatie-sarbatori-pascale/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/2022/05/14/program-de-circulatie-sarbatori-pascale/index.html	(from http://localhost/wordpress/)
20:55:16	5125/5125	---M-Z	200	added ('OK')	application/javascript	etag:%221405-5dae44cc60dc0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.6.4	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min5aed.js	(from http://localhost/wordpress/)
20:55:16	178259/178259	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2017:55:14%20GMT	http://localhost/wordpress/2022/03/23/in-antentia-publicului-calator/	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/2022/03/23/in-antentia-publicului-calator/index.html	(from http://localhost/wordpress/)
20:55:17	4905/4905	---M-Z	200	added ('OK')	application/javascript	etag:%221329-5dae44a63b3c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.6	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min10cb.js	(from http://localhost/wordpress/)
20:55:17	6494/6494	---M-Z	200	added ('OK')	application/javascript	etag:%22195e-5d0d6649ad240-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from http://localhost/wordpress/)
20:55:17	14235/14235	---M-Z	200	added ('OK')	application/javascript	etag:%22379b-5dae44a63b3c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.6	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min10cb.js	(from http://localhost/wordpress/)
20:55:18	5690/5690	---M-Z	200	added ('OK')	application/javascript	etag:%22163a-5d0d3402e3440-gzip%22	http://localhost/wordpress/wp-includes/js/dist/hooks.min.js?ver=1e58c8c5a32b2e97491080c5b10dc71c	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/dist/hooks.min8cbb.js	(from http://localhost/wordpress/)
20:55:18	19261/19261	---M-Z	200	added ('OK')	application/javascript	etag:%224b3d-5d0d3402e3440-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/tplSuceava/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost/wordpress/)
